id,date,type,category,value,price_index,reference
2902,25/05/2021,Expenses,Utilities,108.08,,
2903,27/05/2021,Expenses,Utilities,38.15,,
2904,29/05/2021,Expenses,Shopping,170.43,,
2905,30/05/2021,Expenses,Food,46.91,,
2906,31/05/2021,Expenses,Food,46.77,,
2907,01/06/2021,Income,,3500.00,,
2908,01/06/2021,Expenses,Housing,1700.00,,
2909,01/06/2021,Expenses,Utilities,300.00,,
2910,01/06/2021,Expenses,Food,51.13,,
2911,01/06/2021,Expenses,Health,58.43,,
2912,04/06/2021,Expenses,Food,50.80,,
2913,04/06/2021,Expenses,Shopping,793.18,,
2914,05/06/2021,Income,,17.66,,
2915,07/06/2021,Expenses,Food,48.32,,
2916,08/06/2021,Expenses,Food,48.17,,
2917,16/06/2021,Expenses,Food,48.03,,
2918,21/06/2021,Expenses,Food,47.88,,
2919,21/06/2021,Expenses,,13.93,,
2920,25/06/2021,Expenses,Food,47.70,,
2921,29/06/2021,Expenses,Leisure,699.20,,
2922,01/07/2021,Income,,3500.00,,
2923,01/07/2021,Expenses,Housing,1700.00,,
2924,01/07/2021,Expenses,Utilities,300.00,,
2925,01/07/2021,Expenses,Food,49.96,,
2926,02/07/2021,Expenses,Food,49.81,,
2927,04/07/2021,Savings buying,,315.37,84.71,2
2928,05/07/2021,Expenses,Leisure,515.63,,
2929,08/07/2021,Expenses,Food,47.17,,
2930,09/07/2021,Expenses,Food,47.02,,
2931,10/07/2021,Expenses,,113.33,,
2932,11/07/2021,Expenses,Food,46.54,,
2933,11/07/2021,Expenses,Utilities,89.90,,
2934,12/07/2021,Expenses,Health,154.84,,
2935,13/07/2021,Expenses,Food,45.67,,
2936,13/07/2021,Expenses,Leisure,596.10,,
2937,17/07/2021,Expenses,Housing,111.84,,
2938,18/07/2021,Savings buying,,285.99,84.57,0
2939,19/07/2021,Income,,29.32,,
2940,20/07/2021,Expenses,Leisure,886.62,,
2941,21/07/2021,Expenses,Food,39.98,,
2942,22/07/2021,Expenses,Food,39.86,,
2943,26/07/2021,Expenses,Shopping,40.81,,
2944,29/07/2021,Expenses,Food,39.62,,
2945,01/08/2021,Income,,3500.00,,
2946,01/08/2021,Expenses,Housing,1700.00,,
2947,01/08/2021,Expenses,Utilities,300.00,,
2948,05/08/2021,Expenses,Food,43.98,,
2949,08/08/2021,Expenses,,77.13,,
2950,11/08/2021,Expenses,Food,43.62,,
2951,13/08/2021,Expenses,Food,43.50,,
2952,15/08/2021,Expenses,Food,43.37,,
2953,19/08/2021,Expenses,Food,43.24,,
2954,20/08/2021,Expenses,Food,43.11,,
2955,20/08/2021,Expenses,Utilities,119.00,,
2956,24/08/2021,Expenses,Shopping,157.50,,
2957,26/08/2021,Expenses,,75.83,,
2958,28/08/2021,Expenses,Food,41.92,,
2959,31/08/2021,Expenses,Food,41.79,,
2960,31/08/2021,Savings buying,,153.14,91.3,0
2961,01/09/2021,Income,,3500.00,,
2962,01/09/2021,Expenses,Housing,1700.00,,
2963,01/09/2021,Expenses,Utilities,300.00,,
2964,01/09/2021,Expenses,Food,45.71,,
2965,01/09/2021,Expenses,Utilities,48.13,,
2966,03/09/2021,Expenses,Food,45.43,,
2967,03/09/2021,Expenses,Shopping,678.07,,
2968,05/09/2021,Expenses,Food,43.26,,
2969,05/09/2021,Savings buying,,139.96,0.79,1
2970,06/09/2021,Expenses,Food,42.71,,
2971,08/09/2021,Expenses,Food,42.58,,
2972,10/09/2021,Savings buying,,276.07,155.62,2
2973,13/09/2021,Expenses,Food,41.63,,
2974,19/09/2021,Expenses,Food,41.50,,
2975,28/09/2021,Expenses,Food,41.38,,
2976,01/10/2021,Income,,3500.00,,
2977,01/10/2021,Expenses,Housing,1700.00,,
2978,01/10/2021,Expenses,Utilities,300.00,,
2979,01/10/2021,Expenses,Utilities,49.31,,
2980,02/10/2021,Expenses,Food,45.61,,
2981,03/10/2021,Expenses,Health,11.34,,
2982,04/10/2021,Expenses,,128.94,,
2983,06/10/2021,Expenses,,218.83,,
2984,07/10/2021,Expenses,Utilities,109.16,,
2985,12/10/2021,Expenses,Utilities,36.43,,
2986,13/10/2021,Expenses,Leisure,1009.93,,
2987,15/10/2021,Expenses,Shopping,157.33,,
2988,16/10/2021,Expenses,Housing,221.72,,
2989,17/10/2021,Expenses,Food,39.79,,
2990,18/10/2021,Expenses,Food,39.67,,
2991,20/10/2021,Expenses,Food,39.55,,
2992,20/10/2021,Savings buying,,184.16,143.87,2
2993,22/10/2021,Expenses,Food,38.88,,
2994,31/10/2021,Expenses,Utilities,100.99,,
2995,31/10/2021,Expenses,Leisure,155.95,,
2996,01/11/2021,Income,,3500.00,,
2997,01/11/2021,Expenses,Housing,1700.00,,
2998,01/11/2021,Expenses,Utilities,300.00,,
2999,01/11/2021,Expenses,Utilities,69.93,,
3000,02/11/2021,Expenses,Food,42.28,,
3001,08/11/2021,Expenses,Food,42.14,,
3002,09/11/2021,Expenses,Food,42.02,,
3003,11/11/2021,Expenses,Food,41.89,,
3004,14/11/2021,Expenses,,142.03,,
3005,15/11/2021,Expenses,Utilities,41.42,,
3006,16/11/2021,Expenses,,248.44,,
3007,17/11/2021,Expenses,Utilities,44.85,,
3008,17/11/2021,Expenses,,49.23,,
3009,21/11/2021,Savings buying,,252.91,136.3,0
3010,26/11/2021,Expenses,Food,39.43,,
3011,28/11/2021,Savings buying,,168.93,1.02,1
3012,01/12/2021,Income,,3500.00,,
3013,01/12/2021,Expenses,Housing,1700.00,,
3014,01/12/2021,Expenses,Utilities,300.00,,
3015,02/12/2021,Expenses,Food,43.31,,
3016,04/12/2021,Expenses,Food,43.18,,
3017,09/12/2021,Expenses,Utilities,59.80,,
3018,10/12/2021,Expenses,Food,42.87,,
3019,11/12/2021,Savings buying,,266.0,95.09,0
3020,12/12/2021,Expenses,Food,41.94,,
3021,15/12/2021,Expenses,,288.38,,
3022,16/12/2021,Expenses,Food,40.95,,
3023,18/12/2021,Expenses,Food,40.83,,
3024,21/12/2021,Expenses,Food,40.71,,
3025,21/12/2021,Expenses,Utilities,111.00,,
3026,21/12/2021,Expenses,,92.03,,
3027,22/12/2021,Expenses,Food,39.98,,
3028,25/12/2021,Expenses,Food,39.86,,
3029,01/01/2022,Income,,3500.00,,
3030,01/01/2022,Expenses,Housing,1700.00,,
3031,01/01/2022,Expenses,Utilities,300.00,,
3032,05/01/2022,Expenses,Food,44.24,,
3033,07/01/2022,Savings buying,,289.33,0.8,1
3034,08/01/2022,Savings buying,,161.56,89.59,2
3035,11/01/2022,Expenses,Utilities,68.93,,
3036,13/01/2022,Expenses,,218.86,,
3037,26/01/2022,Expenses,,217.14,,
3038,29/01/2022,Expenses,Leisure,278.83,,
3039,01/02/2022,Income,,3500.00,,
3040,01/02/2022,Expenses,Housing,1700.00,,
3041,01/02/2022,Expenses,Utilities,300.00,,
3042,01/02/2022,Expenses,Food,44.90,,
3043,05/02/2022,Savings buying,,122.55,87.66,0
3044,06/02/2022,Expenses,Food,44.40,,
3045,08/02/2022,Expenses,Food,44.26,,
3046,09/02/2022,Income,,371.85,,
3047,12/02/2022,Expenses,Food,45.25,,
3048,12/02/2022,Expenses,Leisure,514.33,,
3049,15/02/2022,Expenses,Utilities,117.66,,
3050,15/02/2022,Savings selling,,94.96,0.71,1
3051,18/02/2022,Expenses,Food,43.50,,
3052,21/02/2022,Income,,195.57,,
3053,26/02/2022,Expenses,Food,43.96,,
3054,01/03/2022,Income,,3500.00,,
3055,01/03/2022,Expenses,Housing,1700.00,,
3056,01/03/2022,Expenses,Utilities,300.00,,
3057,03/03/2022,Expenses,Food,48.32,,
3058,09/03/2022,Expenses,,178.31,,
3059,09/03/2022,Savings selling,,396.98,0.64,1
3060,11/03/2022,Expenses,Food,48.83,,
3061,13/03/2022,Expenses,Food,48.69,,
3062,15/03/2022,Expenses,Health,123.66,,
3063,16/03/2022,Expenses,Food,48.20,,
3064,17/03/2022,Expenses,Food,48.05,,
3065,19/03/2022,Expenses,Utilities,57.05,,
3066,23/03/2022,Expenses,Food,47.74,,
3067,23/03/2022,Expenses,,153.41,,
3068,27/03/2022,Expenses,Food,47.14,,
3069,27/03/2022,Expenses,Utilities,53.29,,
3070,28/03/2022,Expenses,Food,46.83,,
3071,01/04/2022,Income,,3500.00,,
3072,01/04/2022,Expenses,Housing,1700.00,,
3073,01/04/2022,Expenses,Utilities,300.00,,
3074,06/04/2022,Income,,168.26,,
3075,07/04/2022,Expenses,Food,51.70,,
3076,10/04/2022,Expenses,Food,51.55,,
3077,14/04/2022,Expenses,Health,60.69,,
3078,15/04/2022,Expenses,Leisure,136.21,,
3079,16/04/2022,Expenses,Utilities,73.75,,
3080,19/04/2022,Expenses,Food,50.58,,
3081,24/04/2022,Expenses,Shopping,985.44,,
3082,26/04/2022,Expenses,Utilities,113.70,,
3083,28/04/2022,Expenses,Food,47.13,,
3084,30/04/2022,Expenses,Food,46.99,,
3085,01/05/2022,Income,,3500.00,,
3086,01/05/2022,Expenses,Housing,1700.00,,
3087,01/05/2022,Expenses,Utilities,300.00,,
3088,02/05/2022,Expenses,Food,51.35,,
3089,08/05/2022,Expenses,Food,51.20,,
3090,08/05/2022,Expenses,Leisure,1885.64,,
3091,09/05/2022,Expenses,Health,81.54,,
3092,17/05/2022,Expenses,Food,45.16,,
3093,18/05/2022,Income,,243.70,,
3094,25/05/2022,Expenses,Shopping,566.34,,
3095,25/05/2022,Expenses,,292.61,,
3096,27/05/2022,Expenses,Food,43.18,,
3097,27/05/2022,Savings buying,,263.63,101.89,0
3098,31/05/2022,Expenses,Food,42.26,,
3099,31/05/2022,Expenses,,77.58,,
3100,01/06/2022,Income,,3500.00,,
3101,01/06/2022,Expenses,Housing,1700.00,,
3102,01/06/2022,Expenses,Utilities,300.00,,
3103,01/06/2022,Expenses,Food,46.40,,
3104,01/06/2022,Expenses,,94.81,,
3105,02/06/2022,Expenses,Food,45.97,,
3106,06/06/2022,Savings selling,,206.11,72.15,2
3107,07/06/2022,Expenses,Food,46.45,,
3108,08/06/2022,Expenses,Utilities,98.45,,
3109,09/06/2022,Expenses,,311.42,,
3110,10/06/2022,Expenses,Food,45.09,,
3111,12/06/2022,Expenses,Shopping,391.83,,
3112,13/06/2022,Expenses,Food,43.77,,
3113,17/06/2022,Savings buying,,213.77,76.53,2
3114,18/06/2022,Expenses,Shopping,809.05,,
3115,21/06/2022,Expenses,Food,40.57,,
3116,22/06/2022,Expenses,Food,40.45,,
3117,29/06/2022,Expenses,Health,110.63,,
3118,30/06/2022,Expenses,Food,40.00,,
3119,01/07/2022,Income,,3500.00,,
3120,01/07/2022,Expenses,Housing,1700.00,,
3121,01/07/2022,Expenses,Utilities,300.00,,
3122,08/07/2022,Expenses,Food,44.38,,
3123,08/07/2022,Expenses,Leisure,155.88,,
3124,08/07/2022,Savings selling,,216.08,66.62,2
3125,09/07/2022,Expenses,Food,44.43,,
3126,17/07/2022,Expenses,Health,67.04,,
3127,18/07/2022,Expenses,Shopping,363.78,,
3128,20/07/2022,Expenses,Housing,189.86,,
3129,21/07/2022,Expenses,,86.07,,
3130,25/07/2022,Savings buying,,211.16,61.24,0
3131,26/07/2022,Expenses,,156.88,,
3132,27/07/2022,Expenses,Food,41.07,,
3133,28/07/2022,Expenses,Shopping,575.68,,
3134,29/07/2022,Expenses,Food,39.22,,
3135,30/07/2022,Expenses,Food,39.10,,
3136,30/07/2022,Expenses,Shopping,290.09,,
3137,01/08/2022,Income,,3500.00,,
3138,01/08/2022,Expenses,Housing,1700.00,,
3139,01/08/2022,Expenses,Utilities,300.00,,
3140,04/08/2022,Expenses,Food,42.61,,
3141,05/08/2022,Expenses,Food,42.49,,
3142,05/08/2022,Expenses,,58.33,,
3143,07/08/2022,Expenses,Food,42.18,,
3144,07/08/2022,Expenses,Health,93.72,,
3145,09/08/2022,Expenses,Food,41.78,,
3146,11/08/2022,Expenses,Food,41.65,,
3147,12/08/2022,Expenses,Food,41.53,,
3148,15/08/2022,Expenses,Food,41.40,,
3149,22/08/2022,Expenses,Food,41.28,,
3150,23/08/2022,Expenses,Food,41.15,,
3151,26/08/2022,Expenses,Food,41.03,,
3152,28/08/2022,Savings buying,,263.92,59.55,0
3153,01/09/2022,Income,,3500.00,,
3154,01/09/2022,Expenses,Housing,1700.00,,
3155,01/09/2022,Expenses,Utilities,300.00,,
3156,03/09/2022,Expenses,Food,44.61,,
3157,06/09/2022,Expenses,Food,44.48,,
3158,07/09/2022,Expenses,Food,44.35,,
3159,13/09/2022,Expenses,Food,44.21,,
3160,14/09/2022,Expenses,Leisure,681.36,,
3161,16/09/2022,Expenses,Food,42.04,,
3162,19/09/2022,Expenses,Food,41.91,,
3163,20/09/2022,Expenses,Food,41.78,,
3164,21/09/2022,Expenses,Food,41.66,,
3165,22/09/2022,Expenses,Health,99.19,,
3166,27/09/2022,Expenses,Food,41.22,,
3167,30/09/2022,Expenses,Food,41.10,,
3168,01/10/2022,Income,,3500.00,,
3169,01/10/2022,Expenses,Housing,1700.00,,
3170,01/10/2022,Expenses,Utilities,300.00,,
3171,01/10/2022,Expenses,Leisure,2.16,,
3172,01/10/2022,Expenses,,185.48,,
3173,05/10/2022,Income,,169.98,,
3174,05/10/2022,Expenses,Food,45.42,,
3175,06/10/2022,Expenses,Food,45.29,,
3176,09/10/2022,Expenses,Food,45.15,,
3177,10/10/2022,Expenses,Food,45.01,,
3178,13/10/2022,Expenses,,152.02,,
3179,15/10/2022,Expenses,Food,44.42,,
3180,18/10/2022,Expenses,Food,44.29,,
3181,19/10/2022,Expenses,Food,44.16,,
3182,21/10/2022,Expenses,Housing,164.08,,
3183,25/10/2022,Income,,439.03,,
3184,27/10/2022,Expenses,Food,44.85,,
3185,28/10/2022,Expenses,Food,44.72,,
3186,29/10/2022,Savings buying,,314.15,59.04,0
3187,30/10/2022,Income,,323.29,,
3188,01/11/2022,Income,,3500.00,,
3189,01/11/2022,Expenses,Housing,1700.00,,
3190,01/11/2022,Expenses,Utilities,300.00,,
3191,02/11/2022,Expenses,Health,129.47,,
3192,02/11/2022,Expenses,Shopping,425.51,,
3193,06/11/2022,Expenses,Utilities,89.91,,
3194,09/11/2022,Expenses,Food,47.17,,
3195,09/11/2022,Expenses,Health,69.84,,
3196,10/11/2022,Expenses,Food,46.82,,
3197,18/11/2022,Expenses,Food,46.69,,
3198,20/11/2022,Expenses,Food,46.55,,
3199,21/11/2022,Expenses,Health,48.27,,
3200,22/11/2022,Savings buying,,292.96,11.86,2
3201,23/11/2022,Expenses,,99.48,,
3202,25/11/2022,Expenses,Food,45.09,,
3203,26/11/2022,Expenses,Food,44.95,,
3204,26/11/2022,Savings buying,,236.49,0.72,1
3205,01/12/2022,Income,,3500.00,,
3206,01/12/2022,Expenses,Housing,1700.00,,
3207,01/12/2022,Expenses,Utilities,300.00,,
3208,02/12/2022,Expenses,Food,48.61,,
3209,03/12/2022,Expenses,Food,48.46,,
3210,08/12/2022,Expenses,Food,48.31,,
3211,08/12/2022,Expenses,Shopping,58.51,,
3212,12/12/2022,Expenses,Shopping,62.17,,
3213,13/12/2022,Expenses,Food,47.81,,
3214,17/12/2022,Expenses,Food,47.66,,
3215,17/12/2022,Savings buying,,303.71,0.65,1
3216,19/12/2022,Expenses,Food,46.61,,
3217,20/12/2022,Expenses,Food,46.49,,
3218,20/12/2022,Expenses,Utilities,22.82,,
3219,20/12/2022,Expenses,Leisure,1009.13,,
3220,21/12/2022,Expenses,Shopping,94.23,,
3221,23/12/2022,Expenses,Food,42.98,,
3222,31/12/2022,Expenses,Food,42.85,,
3223,31/12/2022,Expenses,Shopping,787.57,,
